claim_id,claim,document_id
6152665800000020,Suvinitha Weerasinghe is a living person born in 1947.,61526658
6152665800000021,She was included in the list of Sri Lankan film actresses.,61526658
6152665800000022,Suvinitha Weerasinghe's birthdate is listed as a category of Living people.,61526658
6152665800000023,Her name is listed as a category of 1947 births.,61526658
6152670300000001,Real Betis has competed in La Liga and Copa del Rey since at least 2019.,61526703
6152670300000002,Real Betis's Reserve team played a season in 2019-2020.,61526703
6152670300000003,"The club signed Álex Moreno on August 21, 2019.",61526703
6152670300000004,"Emerson transferred from Atlético Mineiro to Barcelona on July 1, 2019.",61526703
6152670300000005,"The La Liga schedule was announced on July 4, 2019.",61526703
6152670300000006,Real Betis's Reserve team loaned out Aitor Ruibal to Leganés in the summer of 2019.,61526703
6152670300000007,"Giovani Lo Celso transferred from Paris Saint-Germain to Tottenham Hotspur on August 8, 2019.",61526703
6152670300000008,"The club signed Junior Firpo from Barcelona on August 7, 2019.",61526703
6152670300000009,"Ryad Boudebouz transferred from Celta Vigo to Saint-Étienne on July 27, 2019.",61526703
6152670300000010,"Darko Brašanac transferred from Alavés to Osasuna on July 22, 2019.",61526703
6152670300000011,"Takashi Inui signed with Eibar on July 24, 2019.",61526703
6152670300000012,Víctor Camarasa was loaned out to Crystal Palace in August 2019.,61526703
6152670300000013,"The club signed Pau López from Roma on July 10, 2019.",61526703
6152670300000014,"Alin Toșca transferred from Gazişehir Gaziantep to Almería on July 20, 2019.",61526703
6152670300000015,Wilfrid Kaptoum was loaned out to Almería in January 2020.,61526703
6152670300000016,Francis signed with Almería in January 2020.,61526703
6152670300000017,"Sergio León signed with Levante on July 1, 2019.",61526703
6152670300000018,"Álex Alegría signed with Mallorca on July 2, 2019.",61526703
6152670300000019,Aitor Ruibal was loaned out to Leganés in the summer of 2019.,61526703
6152671800000001,"Vitus Graber was born on July 2, 1844.",61526718
6152671800000002,"Vitus Graber died on March 3, 1892.",61526718
6152671800000003,Vitus Graber conducted experiments to demonstrate that cockroaches avoided light and sought the dark.,61526718
6152671800000004,The queen bee does not fly around inside the hive.,61526718
6152671800000005,Blatta germanica responds to sound through the anal cerci rather than chordotonal organs.,61526718
6152671800000006,An organ at the posterior end of tabanid larvae is now known as Graber's organ.,61526718
6152671800000007,The function of Graber's organ is unknown.,61526718
6152671800000008,Vitus Graber was awarded a medal for his service during the war in 1866.,61526718
6152671800000009,Vitus Graber served as rector of the University of Chernivtsi from 1886-87.,61526718
6152671800000010,Anton Ritter von Jaworowski was one of Vitus Graber's students.,61526718
6152671800000011,"Vitus Graber married Katharine, daughter of Carl Prill, in 1868.",61526718
6152671800000012,"Maria, daughter of Vitus and Katharine Graber, married Theodor Gartner.",61526718
6152671800000013,"Hermann Graber, son of Vitus and Katharine Graber, became a geologist and teacher.",61526718
6152673400000001,"Ufuk Beydemir was born on April 14, 1992.",61526734
6152673400000002,"Ufuk Beydemir released his first album ""Sevda Gibi"" in 2018.",61526734
6152673400000003,"Ufuk Beydemir ranked third on the list of nominees for ""Musician of the Year Award"" at the GQ Men of the Year awards by GQ Türkiye in 2018.",61526734
6152673400000004,"Ufuk Beydemir won the ""Most Powerful Newcomer-Singer"" award at the 2019 PowerTürk Music Awards.",61526734
6152673400000005,"Ufuk Beydemir released his EP ""Akustik"" in 2019.",61526734
6152675200000001,Yashpal Singh Kalsi was born on 23 September 1978 in Delhi to Sikh parents Ram Singh Kalsi and his wife Manjit Kaur.,61526752
6152675200000002,"Roposo celebrated March as ""Women's Month"" in 2015, according to Asian News International.",61526752
6152675200000003,Yashpal Singh Kalsi is a founding member of All India Mixed Martial Arts Federation and Global Authority of Mixed Martial Arts Federations.,61526752
6152675200000004,He is a trained and qualified international MMA referee by the International Mixed Martial Arts Federation.,61526752
6152675200000005,"As of 2015, Yashpal Singh Kalsi was the head of the Delhi branch of India Mixed Martial Arts Association.",61526752
6152675200000006,"He has trained mixed martial arts with students from India, Greece, U.S.A, Chile, Malaysia, South Africa, Afghanistan, Pakistan, Nepal, the UK, and many other places.",61526752
6152675200000007,"Gurgaon Teen for World Youth Cup won 2nd place in international tournaments in 2014, according to The Asian Age.",61526752
6152675200000008,Yashpal Singh Kalsi is a WKF (world Karate Federation) certified Karate coach and holds Black Belt 6th Dan from World Karate Federation and 7th Dan from Sanshinkan International.,61526752
6152675200000009,He has trained top players from India who still represent in the world and international championships since 2007.,61526752
6152675200000010,"Yashpal Singh Kalsi was appointed as official coach of the National Karate Team in the following international championships: Karate World Cup Malaysia, Youth Cup, Croatia, US Open, Las Vegas, and US Open, Las Vegas.",61526752
6152675200000011,"He is a founding member of All India Mixed Martial Arts Federation and has trained mixed martial arts with Seth Rosario, Priyanka Jeet Toshi, Lipika Uniyal, and Sandeep Yadav.",61526752
6152675200000012,Yashpal Singh Kalsi was the first official coach of Grappling Federation of India and trained Indian athletes for the Grappling world cup at Moscow for Cadet Veteran and Junior in 2015.,61526752
6152675200000013,"He won a medal for India in the Swedish Open Karate Championship in 2013, according to Asian News International.",61526752
6152675200000014,"Yashpal Singh Kalsi won two bronze medals in the US Open Karate Championship in 2017, according to Asian News International.",61526752
6152675200000015,"Anamika Singh Kalsi, Yashpal's wife, is a Black belt 6th Dan and works alongside him on self-defense training.",61526752
6152675200000016,Yashpal Singh Kalsi trained in some parts of Europe and was interviewed in radio and magazines in 2011 and 2018.,61526752
6152675200000017,"He won a gold medal in the US Open Karate Championship in 2016, according to Asian News International.",61526752
6152675200000018,Yashpal Singh Kalsi won gold medals with his wife Anamika Singh Kalsi in the US open along with 2018.,61526752
6152677300000001,Bazlul Karim Falu was a Bangladeshi politician from Kishoreganj District.,61526773
6152677300000002,He was a freedom fighter during the Bangladesh Liberation War.,61526773
6152677300000003,Bazlul Karim Falu was elected as MP of Kishoreganj-1 constituency in 1988.,61526773
6152677300000004,He died on 20 April 2019 at the age of 68.,61526773
6152705300000001,Castbox is a Hong Kong-based podcast company founded by Renee Wang in 2016.,61527053
6152705300000002,"Castbox was founded in Beijing, China in 2016 and has offices in San Francisco and Hong Kong as well.",61527053
6152705300000003,"As of 2019, Castbox has approximately one million podcasts available through its app, including about fifty million podcast episodes.",61527053
6152705300000004,Castbox's premium platform is available for free distribution.,61527053
6152705300000005,"In June 2019, Castbox integrated with Waze to enable playback controls on pause, skip, or restart episodes.",61527053
6152705300000006,"Castbox produced 25 original podcasts in 2019, including ""This Sounds Serious"".",61527053
6152705300000007,Castbox raised $16 million in funding in 2017 and an additional $13.5 million in 2018.,61527053
6152706300000001,The Real Estate Developers Association of Hong Kong (REDA) is a business organization representing the property development industry in Hong Kong.,61527063
6152706300000002,REDA was established in 1965 under the chairmanship of Henry Fok.,61527063
6152706300000003,There are 17 major developers represented by REDA in Hong Kong.,61527063
6152706300000004,Central Development Ltd is a member of REDA.,61527063
6152706300000005,Cheung Kong (Holdings) Ltd is a member of REDA.,61527063
6152706300000006,Chinachem Investment Co Ltd is a member of REDA.,61527063
6152706300000007,Hang Lung Properties Ltd is a member of REDA.,61527063
6152706300000008,Henderson Land Development Ltd is a member of REDA.,61527063
6152706300000009,Hongkong Land Property Co Ltd is a member of REDA.,61527063
6152706300000010,Hopewell Holdings Ltd is a member of REDA.,61527063
6152706300000011,Hutchison Properties Ltd is a member of REDA.,61527063
6152706300000012,Hysan Development Co Ltd is a member of REDA.,61527063
6152706300000013,The Great Eagle Co Ltd is a member of REDA.,61527063
6152706300000014,Lai Sun Development Co Ltd is a member of REDA.,61527063
6152706300000015,New World Development Co Ltd is a member of REDA.,61527063
6152706300000016,Shun Tak Holdings Ltd is a member of REDA.,61527063
6152706300000017,Sino Land Co Ltd is a member of REDA.,61527063
6152706300000018,Sun Hung Kai Properties Ltd is a member of REDA.,61527063
6152706300000019,Swire Properties Ltd is a member of REDA.,61527063
6152706300000020,Wheelock Properties Ltd is a member of REDA.,61527063
6152710300000001,"Srinath Maddumage was born on October 16, 1963.",61527103
6152710300000002,Prince of Wales' College in Moratuwa is a past pupil of Srinath Maddumage.,61527103
6152710300000003,Gurudeva Tissa Gunawardena supervised Srinath Maddumage during his school days.,61527103
6152710300000004,The University of Sri Jayewardenepura awarded Srinath Maddumage an external degree and diploma in Journalism.,61527103
6152710300000005,Menuri Chamathka is the daughter of Srinath Maddumage.,61527103
6152710300000006,Solamon Fonseka taught theater and drama to Srinath Maddumage after secondary education.,61527103
6152710300000007,Monarawilak was Srinath Maddumage's first stage drama acting experience.,61527103
6152710300000008,"Nalan Mendis directed the stage drama Padhada Asapuwa, which Srinath Maddumage acted in.",61527103
6152710300000009,Kathandara Pituwa is a television serial that Srinath Maddumage acted in.,61527103
6152710300000010,Depath Nai won the Merit Award at the Youth Award Festival for 1985.,61527103
6152710300000011,The award for Best Supporting Actor was awarded to Srinath Maddumage's role in Depath Nai at Sumathi Awards.,61527103
6152710300000012,"Gini Avi Saha Gini Keli was a film that Srinath Maddumage acted in, directed by Parakrama Niriella.",61527103
6152710300000013,Srinath Maddumage started his film career with Ayoma in 1995.,61527103
6152710300000014,Peter Maccallum Cancer Hospital is where Srinath Maddumage worked as an actor.,61527103
6152710300000015,The Hume library is attached to a location where Srinath Maddumage tells stories for Sri Lankan children.,61527103
6152710300000016,"Sannasa was a monthly newspaper that Srinath Maddumage started, alongside Jagath J. Edirisinghe.",61527103
6152710300000017,Sanda Sakki Kiyapu Den by Nirosha Virajini has a visual performed by Srinath Maddumage.,61527103
6152710300000018,"The Asian Muppet Festival, held in 1998 at Seoul, Korea, was where Srinath Maddumage won awards.",61527103
6152710300000019,Rupavahini and ITN are channels that feature muppet shows conducted by Srinath Maddumage.,61527103
6152710300000020,"Rupavahini, ITN, and Swarnawahini are channels where Srinath Maddumage performed muppet shows.",61527103
6152710300000021,The Alcoholic and Drug Prevention Society is a society in which Srinath Maddumage actively participates.,61527103
6152710300000022,"Rusara Vindana, Kele Kade, Sudu Pancha, Hichchi Pinchi (Ran Pancha), and Panchai Pinchei are muppet shows conducted by Srinath Maddumage.",61527103
6152710300000023,"The filmography of Srinath Maddumage includes films such as Ayoma, Mahameara Usata, Gini Avi Saha Gini Keli, and Bahu Bharya.",61527103
6152760100000001,"Janet Morin was born on September 25, 1975.",61527601
6152760100000002,Janet Morin competed in six events at the 1992 Summer Olympics.,61527601
6152760100000003,Fredericton is Janet Morin's place of origin.,61527601
6152760700000001,Pak Gyong-sil was a North Korean gymnast.,61527607
6152760700000002,Pak Gyong-sil competed in six events at the 1992 Summer Olympics.,61527607
6152760700000003,She introduced the Pak salto.,61527607
6152760700000004,The Pak salto was performed at the 1989 Worlds uneven bars event.,61527607
6152765300000001,"Kristina Panayotova was born on August 27, 1975.",61527653
6152765300000002,She competed in six events at the 1992 Summer Olympics.,61527653
6152765300000003,She is a Bulgarian gymnast.,61527653
6152765300000004,"She is currently alive (verified through the ""Living people"" category).",61527653
6152765300000005,She was born in Sofia.,61527653
6152838800000001,"Wesley Gordon was born on July 14, 1994.",61528388
6152838800000002,Wesley Gordon played college basketball for Colorado Buffaloes from 2012 until 2017.,61528388
6152838800000003,The Sierra High School football team led by Josh Scott's Lewis-Palmer High School defeated Gordon's Sierra High School in the state title game as a senior.,61528388
6152838800000004,Gordon signed with Colorado out of high school.,61528388
6152838800000005,"Wesley Gordon averaged 6.6 points, 6.7 rebounds, 1.3 assists, and 1.6 blocks per game during his four seasons at Colorado Buffaloes.",61528388
6152838800000006,"David Harrison achieved 225 caps between 2001 and 2004, which is the highest number of caps in the history of Colorado Buffaloes.",61528388
6152838800000007,The eighth-best mark in the history of the Pac-12 Conference is held by a player who achieved more than 200 caps.,61528388
6152838800000008,Wesley Gordon led the Austrian Bundesliga Season 2017-2018 in blocks and was one of the top rebounders in the league.,61528388
6152838800000009,"Wesley Gordon averaged 8.1 points, 6.8 rebounds, and 1.3 blocks per game during his season with Rethymno Cretan Kings.",61528388
6152838800000010,"Wesley Gordon signed with ESSM Le Portel of the French LNB Pro A on July 9, 2020.",61528388
6152838800000011,Wesley Gordon was part of Soproni KC in the Hungarian League for one season.,61528388
6152838800000012,"Wesley Gordon joined Rethymno Cretan Kings on July 9, 2019.",61528388
6152842600000001,Jacob Anthony Phillip Smith was born on 3 April 1991.,61528426
6152842600000002,"Jacob Smith was born and raised in Wellington, New Zealand.",61528426
6152842600000003,Jacob Smith plays for Auckland in the New Zealand National Hockey League.,61528426
6152842600000004,"During the 2018–19 season, Jacob Smith relocated to the Netherlands to play in the Dutch Hoofdklasse for Pinoké.",61528426
6152842600000005,Jacob Smith made his national debut for the Black Sticks in 2012.,61528426
6152842600000006,"The Black Sticks team represented Jacob Smith at their first major tournament, the Champions Trophy.",61528426
6152842600000007,"In 2014, Jacob Smith medalled for New Zealand at the 2012–13 FIH World League in New Delhi, India.",61528426
6152842600000008,New Zealand lost to the Netherlands with a score of 2–7 in the final of the 2012–13 FIH World League.,61528426
6152842600000009,The Black Sticks team finished in eighth and last place in the 2019 FIH Pro League competition.,61528426
6152842600000010,"Jacob Smith was named in the Black Sticks team for the 2019 Ready Steady Tokyo Olympic test event in Tokyo, Japan.",61528426
6152842600000011,"The Black Sticks scored a goal against Malaysia with a score of 1–0 on 16 March 2013 at Azlan Shah Stadium in Ipoh, Malaysia.",61528426
6152842600000012,The Black Sticks drew with HC Rotterdam from Netherlands with a score of 3–3 on 13 June 2013.,61528426
6152842600000013,"Jacob Smith scored a goal for New Zealand against Australia with a score of 2–0 on 19 November 2014 at National Hockey Stadium in Wellington, New Zealand.",61528426
6152842600000014,The Black Sticks won the test match against Christchurch's St. Bede's College with a score of 3–0 on an unspecified date.,61528426
6152842600000015,"Jacob Smith scored a goal for New Zealand against Australia with a score of 1–0 on 13 December 2014 at St. Bede's College in Christchurch, New Zealand.",61528426
6152842600000016,"The Black Sticks lost to Australia with a score of 1–3 on 10 May 2015 at Tasmanian Hockey Centre in Hobart, Australia.",61528426
6152842600000017,Jacob Smith scored a goal for New Zealand against Tauranga Hockey Association from New Zealand with a score of 1–1 on 6 March 2016.,61528426
6152842600000018,"The Black Sticks beat Tauranga Hockey Association from New Zealand with a score of 4–1 on 6 March 2016 at Tauranga Hockey Association in Tauranga, New Zealand.",61528426
6152842600000019,"Jacob Smith scored a goal for New Zealand against Australia with a score of 2–1 on 26 November 2016 at State Netball and Hockey Centre in Melbourne, Australia.",61528426
6152842600000020,"The Black Sticks lost to Australia with a score of 3–2 on 26 November 2016 at State Netball and Hockey Centre in Melbourne, Australia.",61528426
6152915400000001,"Chilton Williamson, Jr., an American author, was born in New York City.",61529154
6152915400000002,"Chilton Williamson, Jr. graduated from Trinity School in 1969.",61529154
6152915400000003,Williamson majored in European history at Columbia University College.,61529154
6152915400000004,"Chilton Williamson, Jr. worked on a drilling rig in Wyoming's gas fields in 1979.",61529154
6152915400000005,"The book Roughnecking It (1982) is a memoir written by Chilton Williamson, Jr.",61529154
6152915400000006,"In 2015, Chilton Williamson, Jr. became the editor of Chronicles magazine.",61529154
6152915400000007,"Chilton Williamson, Jr. has been the senior editor for books at Chronicles since 1989.",61529154
6152915400000008,"The book The Hundredth Meridian (2005) is a collection of columns written by Chilton Williamson, Jr.",61529154
6152915400000009,Williamson has written articles for publications including Harper's and Commonweal.,61529154
6152915400000010,"Chilton Williamson, Jr.'s novel Mexico Way was published in 2008.",61529154
6152915400000011,"Chilton Williamson, Jr. graduated from Indiana University College (now referred to as Bloomington) with a degree.",61529154
6152916600000001,The Campionato Primavera 2 is an Italian football youth competition.,61529166
6152916600000002,The first edition of the Campionato Primavera was held in the 1962-63 season and a separate playoff for Serie B club took place.,61529166
6152916600000003,This tradition was discontinued after 1969.,61529166
6152916600000004,"In the 2017–18 season, it split into two leagues: Campionato Primavera 1 and Campionato Primavera 2, organized by Lega Serie A and Lega Serie B respectively.",61529166
6152916600000005,The overall winner of the Supercoppa Primavera 2 is decided through a tournament between the winners of the two geographical leagues.,61529166
6152916600000006,LegaB Primavera2 is divided into two leagues for Northern and Southern Italy.,61529166
6152916600000007,"The winners of these leagues are promoted to Campionato Primavera 1, while national playoffs take place for a third promotion.",61529166
6152933200000001,"Elvira Becks, a Dutch national, was born on May 8, 1976.",61529332
6152933200000002,Elvira Becks competed in five events at the 1992 Summer Olympics as part of the Netherlands delegation.,61529332
6152933200000003,Elvira Becks is a living person (born in 1976).,61529332
6152933200000004,Elvira Becks is from Nijmegen.,61529332
6152933200000005,Elvira Becks is a Dutch female artistic gymnast.,61529332
6152933200000006,Elvira Becks has won Olympic medals as an artistic gymnast.,61529332
6152933200000007,Elvira Becks was born in the year 1976.,61529332
6152971400000001,Cinco fueron escogidos was directed by Herbert Kline in 1943.,61529714
6152971400000002,The film is based on a story written by Budd Schulberg.,61529714
6152971400000003,Rafael M. Muñoz and Xavier Villaurrutia wrote the screenplay for Cinco fueron escogidos.,61529714
6152971400000004,"The film's premiere took place in Mexico on July 8, 1943.",61529714
6152971400000005,Alpha Films produced Cinco fueron escogidos.,61529714
6152971400000006,The film was simultaneously shot alongside an English-language version.,61529714
6152971400000007,Art Smith and Victor Kilian appeared in the English-language version of Cinco fueron escogido.,61529714
6152971400000008,Leonid Kinskey appeared in both the Spanish-language and English-language versions of Cinco fueron escogido.,61529714
6152971400000009,Cinco fueron escogidos is a Mexican war film set in Yugoslavia occupied by the Wehrmacht.,61529714
6153018200000001,The Pioneers of 1889 bronze sculpture was created by artist Leonard McMurry and landscape architect Thomas Roberts.,61530182
6153018200000002,"The artwork was copyrighted on February 25, 1957.",61530182
6153018200000003,The sculpture was completed in 1959.,61530182
6153018200000004,"The sculpture was dedicated on April 22, 1960.",61530182
6153018200000005,"The Pioneers of 1889 bronze sculpture depicts two settlers, including a young boy on a horse and a man.",61530182
6153018200000006,The sculpture measures approximately 9 ft. 5 in. x 5 ft. 9 in. x 10 ft. 6 in.,61530182
6153018200000007,The sculpture rests on a polished granite base measuring approximately 7 ft. 3 in. x 6 ft. 9 in. x 10 ft. 6 in.,61530182
6153018200000008,"A plaque on the west side of the base reads: ""STRONG MEN AND WOMEN CAME UPON A RAW LAND / WITH VISION... / THEY SPANNED RIVERS AND PRAIRIES AND MOUNTAINS/WITH DETERMINATION... / THEY CREATED SCHOOLS-CHURCHES-FARMS- FACTORIES / THEY LIFTED GREAT BUILDINGS TO THE SKIES / THEY DRILLED DEEP WELLS INTO OIL RICH EARTH / WITH THANKFULNESS TO THEIR GOD... / THEY ARE STILL PIONEERING-STILL ACHIEVING / AND STILL EXPLORING FUTURE FRONTIERS / PASSERBY- LOOK ABOUT AND ASK THIS QUESTION / WHERE ELSE WITHIN A SINGLE LIFE SPAN / HAS MAN BUILT SO MIGHTLY / M.G.T.""",61530182
6153018200000009,"Another plaque on the base reads: ""THIS STATUE COMMEMORATES THE PIONEERS OF 1889 / PRESENTED TO THE '89ERS AND THE PEOPLE OF OKLAHOMA / BY / MR. AND MRS. B.D. EDDIE / APRIL 22, 1960 / LEONARD MCMURRY / SCULPTOR.""",61530182
6153018200000010,"The Pioneers of 1889 bronze sculpture was presented to the '89ers and the people of Oklahoma by Mr. and Mrs. B.D. Eddie on April 22, 1960.",61530182
6153062400000001,The Centre College men's basketball team was represented by the 1918-19 Centre Colonels during the 1918-19 college basketball season.,61530624
6153062400000002,The Centre College men's basketball team played in the 1919 season according to Sports Reference.,61530624
6153062400000003,Centre College is a category.,61530624
6153089400000001,The 2019 Zhengzhou Open was a professional tennis tournament played on outdoor hard courts.,61530894
6153089400000002,"It was the sixth edition of the tournament and part of the Premier series on the 2019 WTA Tour, offering a total of $1,000,000 in prize money.",61530894
6153089400000003,"The tournament took place at the Zhongyuan Tennis Training Base Management Center in Zhengzhou, China, from September 9 to September 15, 2019.",61530894
6153089400000004,"Karolína Plíšková defeated Petra Martić in the singles final with a score of 6–3, 6–2.",61530894
6153089400000005,"Nicole Melichar and Květa Peschke won the doubles title, defeating Yanina Wickmayer and Tamara Zidanšek with a score of 6–1, 7–6(7–2).",61530894
6153089400000006,"The women's singles prize money was $267,900.",61530894
6153089400000007,"The women's doubles prize money was $83,800.",61530894
6153091900000001,"Mohammad Shams Aalam Shaikh, an Indian Para Swimmer, won 4 Gold medals at the Indian Open Para Swimming Championship held on July 11th-12th, 2018, at Basavangudi Aquatic Centre in Bengaluru, India, in the S-5 category.",61530919
6153091900000002,"Mohammad Shams Aalam Shaikh won a Bronze medal at the 2016 Can-Am Para Swimming Championships held in Gatineau, Quebec, Canada, in the men's 100m Breaststroke SB4 category.",61530919
6153091900000003,"Mohammad Shams Aalam Shaikh represented India at the 2018 Asian Para Games in Jakarta, Indonesia.",61530919
6153091900000004,"Mohammad Shams Aalam Shaikh was born on July 17th, 1986.",61530919
6153091900000005,Mohammad Shams Aalam Shaikh developed a benign tumour in his lower back at the age of 24 due to unsuccessful surgeries that immobilized his lower half.,61530919
6153091900000006,"Mohammad Shams Aalam Shaikh set the record for the longest open sea swim by a paraplegic person on April 8th, 2017, swimming 8 km in 4 hours, officiated by the World Record Academy.",61530919
6153091900000007,"Mohammad Shams Aalam Shaikh completed 2 km swimming (in time of 12:23.04 minutes) in Ganga River at Patna law college ghat on December 8th, 2019, as part of the Mishrilal Memorial winter swimming competition 2019 organized by Bihar swimming association.",61530919
6153091900000008,"Mohammad Shams Aalam Shaikh covered a 2km distance in 12 minutes & 23 seconds in February 2020, breaking another record.",61530919
6153091900000009,"Mohammad Shams Aalam Shaikh holds a bachelor's degree in mechanical engineering from Rizvi College of Engineering and an MBA from Sathyabama University, Chennai.",61530919
6153091900000010,Mohammad Shams Aalam Shaikh launched his Official website in 2018 to promote his personal brand.,61530919
6153091900000011,Mohammad Shams Aalam Shaikh was awarded the best emerging leader in disability sports & sports diplomacy by U.S. department of state global sports mentoring program in 2018.,61530919
6153091900000012,"Mohammad Shams Aalam Shaikh has delivered various TEDx talks and motivational speeches, having been a chief guest and keynote speaker at various schools, colleges, universities, and corporates.",61530919
6153092600000001,"The Willard Historic District in Willard, Utah, United States is listed on the National Register of Historic Places (NRHP) since June 25, 1974.",61530926
6153092600000002,"The district covers an area roughly bounded by 200 West, 200 North, 100 East, and 200 South streets, which includes 117 contributing buildings.",61530926
6153092600000003,A school in the district was built in 1902.,61530926
6153092600000004,The Lyman Wells House was built in the early 1850s.,61530926
6153092600000005,"The village of Willard was settled in 1851 and was originally named Willow Creek for the stream lined by willows, which descended from a canyon and flows west toward the Great Salt Lake.",61530926
6153092600000006,"The town of Willard was later renamed for Willard Richards, a Mormon apostle.",61530926
6153120900000001,Jean Tristan was a French corsair (buccaneer) and pirate active in the Caribbean and against Spanish holdings in Central and South America.,61531209
6153120900000002,"In early 1681, Jean Tristan's buccaneer flotilla attacked the Pacific coast of Costa Rica after raiding off Colombia with Laurens de Graff the previous year.",61531209
6153120900000003,"In May 1681, Jean Tristan took aboard a party of English sailors under John Cook which had split with Bartholomew Sharp's raiders.",61531209
6153120900000004,"Among Cook's crew were William Dampier and Edward Davis; they left Sharp's camp with the help of native guides, whom they paid using trinkets bought from Tristan's men.",61531209
6153120900000005,"Jean Tristan rejoined the larger fleet after transferring the Englishmen to another ship, but became separated from them and was forced to flee after encountering several Spanish warships near Bocas del Toro.",61531209
6153120900000006,"In late 1682, Jean Tristan was back in the Caribbean where he met again with Jan Willems off of Ile a Vache.",61531209
6153120900000007,"Among Willems' crew were Cook and his sailors, who rejoined Tristan after their own ship had been confiscated.",61531209
6153120900000008,"Soon afterwards, John Cook and the English sailors stole Tristan's ship while he and his French crew were ashore.",61531209
6153120900000009,"In 1683, Nicholas van Hoorn gave Jean Tristan a replacement vessel for a combined assault on Veracruz alongside Michel de Grammont.",61531209
6153120900000010,"Jean Tristan sailed with Grammont through 1685, raiding Campeche and other targets before leaving late that year for Guinea.",61531209
6153120900000011,"In 1688, Jean Tristan sailed to Jamaica; as a French Protestant (Huguenot) he was no longer welcome in Catholic France and so he became a naturalized British subject.",61531209
6153120900000012,"When Jean Tristan was hanged with all his crew in 1693, the Spanish seized his vessel on trading (possibly smuggling) voyage to Panama.",61531209
6153122400000001,"Poe Springs is located approximately 3 miles west of High Springs, Florida.",61531224
6153122400000002,The size of Poe Springs Park is 202 acres.,61531224
6153122400000003,The spring requires a one-way hike of 0.3 mile to access the center from the main part of the park.,61531224
6153122400000004,The water temperature at Poe Springs is 72 degrees Fahrenheit.,61531224
6153122400000005,Admission to Poe Springs Park costs $5.00 per car.,61531224
6153122400000006,"Poe Springs Park allows swimming, but scuba diving is prohibited.",61531224
6153122400000007,The spring produces an average volume of 45 million gallons of water daily that feed into the Santa Fe River.,61531224
6153122400000008,The spring vent at Poe Springs is 25 feet deep.,61531224
6153122400000009,Alachua County Parks and Recreation manages Poe Springs Park.,61531224
6153122400000010,"Prior to being acquired by Alachua County, Poe Springs was eroding and neglected.",61531224
6153122400000011,"After Hurricane Irma, the park was damaged and temporarily closed before reopening in May 2018.",61531224
6153122600000001,"Joseph Henry Allassani was born around 1906 at Gumo, a suburb of the Kumbungu District, situated about six miles from Tamale in the Northern Region, Ghana.",61531226
6153122600000002,"Joseph Henry Allassani had his elementary education at Catholic schools in Tamale, Elmina, Sunyani, and finally at St. Peter's school in Kumasi.",61531226
6153122600000003,Joseph Henry Allassani graduated with his Certificate 'A' from the Government Teacher Training College in 1926.,61531226
6153122600000004,"Joseph Henry Allassani began teaching in 1927 at St. Peter's Roman Catholic School, Kumasi.",61531226
6153122600000005,"Joseph Henry Allassani taught at St. Peter's Roman Catholic School, Kumasi for about twenty-two years.",61531226
6153122600000006,Joseph Henry Allassani was elected to the legislative assembly as a representative of Dagomba East on the ticket of the Convention People's Party in 1951.,61531226
6153122600000007,"Joseph Henry Allassani was appointed Minister for Education on June 20, 1954.",61531226
6153122600000008,Joseph Henry Allassani argued for the integration of Northern Togoland with the Gold Coast before the Trusteeship Council of the United Nations in 1955 and 1956.,61531226
6153122600000009,Joseph Henry Allassani was appointed minister for health in June 1956.,61531226
6153122600000010,"Joseph Henry Allassani served as chairman of Rural Housing from July 1, 1960, until February 1966 when he was appointed chairman of the State Paints Corporation.",61531226
6153122600000011,Joseph Henry Allassani was sentenced to 3 months imprisonment with hard labour by two asset commissions on the conviction of perjury and contempt of Justice Apaloo's Commission during the era of the National Liberation Council government.,61531226
6153122600000012,"Joseph Henry Allassani was married to Susana Adani, with whom he had twelve children.",61531226
6153122600000013,Joseph Henry Allassani enjoyed listening to music.,61531226
6153122800000001,The town of Anatetarte (Anotetarte) was a major settlement in ancient Caria.,61531228
6153122800000002,Anatetarte became the seat of a bishopric within the Roman Catholic Church.,61531228
6153122800000003,"Anatetarte is no longer inhabited, being an unlocated site.",61531228
6153124000000001,The 1915–16 Mississippi A&M; Aggies basketball team represented Mississippi A&M; College in the 1915–16 college basketball season.,61531240
6153124000000002,Mississippi A&M; College was founded in 1870.,61531240
6153124000000003,"The university is located in Starkville, Mississippi.",61531240
6153128600000001,"Thiérry Aymes, a French gymnast born on October 15, 1973, won gold medals in artistic gymnastics events.",61531286
6153128600000002,"Thiérry Aymes competed in eight events at the 1996 Summer Olympics held in Atlanta, Georgia.",61531286
6153129500000001,"St Peter's Church, located in Noss Mayo, Devon, England, was constructed between 1880–82.",61531295
6153129500000002,The church was designed by London architect James Piers St Aubyn.,61531295
6153129500000003,St Peter's Church has been Grade II* listed since 1960.,61531295
6153129500000004,Edward Baring offered to construct a new church at his expense in 1877.,61531295
6153129500000005,"Mrs. Edward Baring laid the foundation stone of the church on September 10, 1880.",61531295
6153129500000006,"The construction of the church was carried out by local tradesmen under the estate's Clerk of works, Mr. G. W. Crosbie.",61531295
6153129500000007,"St Peter's Church was consecrated by the Bishop of Exeter, Frederick Temple, on September 6, 1882.",61531295
6153129500000008,The church is built in the Perpendicular style and can accommodate approximately 250 persons.,61531295
6153129500000009,"It cost around £14,000 to build the church.",61531295
