query_id,mode,query,expected_answer,model_answer,correct_substring,llm_score
89,vanilla,What specific statement did Pat Toomey make about budget priorities?,Supported spending restraint,"Based on the provided documents, there is no information available regarding any specific statement made by Pat Toomey about budget priorities. The documents focus primarily on the actions of Mick Mulvaney, the White House's budget chief, and his interactions with Congress and President Trump.",0,0.0
90,vanilla,What exact details did Rex Tillerson provide about State Department restructuring?,Initiated department reorganization,"Based on the given documents, there isn't any specific information provided regarding the details of State Department restructuring by Rex Tillerson. The documents mostly discuss his foreign policy approach and meetings with other international leaders. However, for detailed insight into Tillerson’s restructuring plans or initiatives, additional sources would be required.",0,0.5
91,vanilla,What specific comments did Sonny Perdue make about rural development?,Reviewing rural programs,"Based on Document ID: 0160, it can be inferred that President Donald Trump proposed to cut federal aid for the poor, sick, and people living in rural areas as part of his budget proposals. However, there is no specific mention or comment made by Sonny Perdue about rural development within these documents.",0,0.0
92,vanilla,What exact statement did Claire McCaskill make about drug pricing?,Demanded drug price action,"Based on the provided documents, there is no specific mention of any statement made by Claire McCaskill regarding drug pricing. The available information does not include her views or comments on this matter.",0,0.5
93,vanilla,What specific details did John Kelly provide about border security?,Enhanced border measures,"The document doesn't provide any specific details that John Kelly offered concerning border security. The documents discuss immigration policies under President Trump, including increased arrests of suspected illegal immigrants, potential laptop bans for flights into and out of the U.S., a proposed budget deal on U.S. Border Security, and David Clarke's appointment in the Department of Homeland Security.",0,0.25
94,vanilla,What exact amount did Trump's budget propose for transportation infrastructure?,$200 billion infrastructure proposal,"The documents don't specify an exact figure in terms of how much money is allocated specifically for ""transportation infrastructure"". However, it does mention that President Trump will propose $200 billion in infrastructure spending over 10 years (Doc ID: 0246). This funding aims to boost private investments and public-private partnerships.",0,0.85
95,vanilla,What specific statement did Ron Wyden make about tax reform?,Opposed highest-bracket tax cuts,"Democratic Senator Ron Wyden expressed his concern that the Republican leadership was shifting focus away from implementing full-scale tax reforms in favor of simpler solutions, as indicated by Document ID: 0229. However, specific statements or quotes are not provided in this document.",0,0.5
96,vanilla,What exact terms did Trump use to describe Syrian policy?,Ordered Syrian missile strikes,"Based on Document ID 0401, President Donald Trump urged Russia during a meeting with Russia's foreign minister Sergei Lavrov to ""rein in"" Syrian President Bashar al-Assad regarding Syria policy. This occurred as per the White House statement issued on Wednesday.",0,0.0
97,vanilla,What specific comments did Ryan Zinke make about national monuments?,Reviewing monument designations,"Based on the given documents, there is no information available regarding any specific comments made by Interior Secretary Ryan Zinke about national monuments. The only document mentioning Zinke discusses four U.S. states suing him over coal leases on public lands, but it does not provide details of his remarks concerning national monuments.",0,0.5
98,vanilla,What exact figure did the Energy Department report for oil reserves?,Strategic Reserve management plans,"Based on the provided documents, there is no specific numerical value given for the current amount of U.S. oil reserves by the Energy Department. The documents only mention that President Trump's administration wants to sell half of the nation's emergency oil stockpile and open certain areas to drilling as part of their budget plan.",0,0.0
99,vanilla,What specific statement did Richard Burr make about intelligence sharing?,Leading Senate investigation,"According to the provided documents, there is no information regarding any specific statement made by Richard Burr about intelligence sharing. The documents focus mainly on President Trump's alleged disclosure of highly classified information to Russia's foreign minister, speculations about deep state trying to take down a president, and possible shifts in power due to proposed U.S. cyber bills.
",0,0.1
100,vanilla,What exact details did Steve Mnuchin provide about financial regulations?,Financial deregulation outline,"Based on the provided documents, Treasury Secretary Steven Mnuchin discussed several aspects of financial regulations during his tenure:
1. He expressed confidence that Congress would raise the federal debt limit before any issue with U.S. creditworthiness arises (Doc ID: 0014).
2. Mnuchin voiced concerns over alternate scoring models and their ability to adequately account for potential tax plan benefits (Doc ID: 0252).
3. He pledged to take any business dealings between President Trump or his family with foreign entities very seriously during investment reviews by the U.S. Treasury Department (Doc ID: 0253).
4. Mnuchin's name was mentioned in connection with a change at the helm of the U.S. bank agency, signaling new financial regulations under Trump (Doc ID: 0490).
5. He predicted that economic growth could reach three percent within two years due to tax cuts implemented by the Trump administration (Doc ID: 0528).",0,0.6
101,vanilla,What specific statement did Donald Trump make regarding NATO members' defense spending percentages in May 2017?,Required 2% GDP for NATO defense,"Based on the provided documents, there is no direct quote or specific percentage mentioned by Donald Trump regarding NATO members' defense spending in May 2017. However, these documents highlight President Trump's consistent emphasis on increasing defense spending among NATO allies and his commitment to defending Europe through the alliance.",0,0.5
102,vanilla,What exact compensation package did Michael Flynn receive for his work that he failed to disclose?,"Failed to disclose $530,000 Turkish payments","Based on the retrieved documents, there is no explicit mention of what exact compensation package former White House National Security Adviser Michael Flynn received for his work or if he failed to disclose any such information in connection with his subpoenas by the Senate Intelligence Committee. The documents focus more on the investigation into possible Russia's involvement and Flynn's cooperation (or lack thereof) with the committee, rather than specific details about his compensation package.",0,0.0
103,vanilla,What specific voter ID requirements did the Texas House approve in May 2017?,Alternative ID options required,"Based on the information available from Doc ID: 0154, it appears that the Texas House of Representatives approved a new bill on showing identification when voting after a previous voter ID law was struck down by courts in May 2017. However, specific details about the requirements are not provided in this document.",0,0.0
104,vanilla,What exact amount did Trump's budget propose to cut from the Environmental Protection Agency's funding?,31 percent EPA reduction,"Based on the provided documents, there is no specific figure mentioned in relation to President Donald Trump's proposed cuts for the Environmental Protection Agency's (EPA) funding. The documents only state that deep cuts were planned. For an exact amount, one might need to refer to other sources or more detailed budget proposals.",0,0.4
105,vanilla,What specific statement did James Comey document about Trump's request regarding the Flynn investigation?,Asked to end Flynn investigation,"According to the given documents, Former FBI Director James Comey plans to confirm reports that President Donald Trump pressured him to drop an investigation into former national security adviser Michael Flynn's ties with Russia. However, it should be noted that in a Senate testimony under oath, Comey stated that the Trump administration did not pressure his agency to halt any investigations for political purposes.",0,0.4
106,vanilla,What exact figure did the CBO report for healthcare premium increases under the Republican plan?,15-20 percent premium increases projected,"Based on the given documents, it is not specified what the Congressional Budget Office (CBO) reported as the exact figure for healthcare premium increases under the Republican plan. The information available indicates that Republicans in the U.S. House of Representatives approved a bill to overhaul Obamacare and sent their healthcare overhaul plan to the Senate after it received a final analysis by congressional reviewers, but no specific figures from the CBO report are mentioned.",0,0.25
107,vanilla,What specific comments did Angela Merkel make about U.S.-German relations after the G7 summit?,Europe must take own fate in hands,"According to the documents, there are no specific comments made by Angela Merkel regarding U.S.-German relations after the G7 summit. The documents mention that President Trump views Germany as an important ally (Doc ID: 0069), and that the trade spat with Trump's criticism of Germany’s policies was intense but does not provide any specific remarks from Merkel post-summit.",0,0.4
108,vanilla,What exact terms of the arms deal did Trump negotiate with Saudi Arabia in May 2017?,"$110 billion immediate, $350 billion total","Based on the information from these documents, it is not possible to determine the exact terms of the U.S.-Saudi arms deal negotiated by Trump in May 2017. The documents mention that an arms deal occurred between the United States and Saudi Arabia, but do not provide specific details about the agreed-upon terms or conditions at that time.",0,0.3
109,vanilla,What specific details did John Brennan provide about Russian intelligence operations?,Russian operations targeted campaign,"Based on the given documents, Former CIA Director John Brennan expressed concerns over contacts between Russians and associates of Donald Trump's presidential campaign during the 2016 U.S. election (Doc ID: 0599). He mentioned that these contacts were sufficient enough to warrant concern about possible Russian attempts to interfere in the U.S. presidential elections (Doc ID: 0123, Doc ID: 0124). Brennan also revealed that he informed Moscow about their actions and had worries escalating when Trump campaign associates were found communicating with Russia during the election period (Doc ID: 0157).",0,0.9
110,vanilla,What exact funding cuts did Trump propose for scientific research programs?,Cross-agency research reductions,"Based on the given document, there is no specific mention of President Donald Trump proposing exact funding cuts for scientific research programs. The information available pertains to cuts in federal aid to various sectors such as healthcare, food assistance programs, diplomatic and foreign aid budget, state environmental programs, and counter-violent extremism grants. For precise details on proposed cuts to scientific research programs, further documentation would be required.",0,0.5
111,vanilla,What specific statement did Rod Rosenstein make about Comey's firing?,Clinton investigation handling cited,"Based on the documents retrieved, Deputy Attorney General Rod Rosenstein stated in closed-door meetings with lawmakers that he wrote a memo after President Donald Trump informed him one day before FBI Director James Comey's firing expressing his desire to dismiss Comey. Furthermore, Rosenstein mentioned this decision was made despite his personal regard for Comey and under the recommendations of both Attorney General Jeff Sessions and himself.",0,0.85
112,vanilla,What exact requirements did Trump's travel ban impose on visa applicants?,Enhanced vetting required,"The documents don't specify the exact requirements that Trump's travel ban imposed on visa applicants from six Muslim-majority nations, but it does indicate that there were legal challenges to this temporary travel ban. The court proceedings questioned if the ban was discriminatory against Muslims and whether President Donald Trump had overstepped his powers in implementing it.",0,0.3
113,vanilla,What specific comments did Paul Ryan make about tax reform implementation?,Tax reform timeline presented,"Based on Document ID: 0275 titled ""U.S. House speaker confident tax reform can be done in 2017"", U.S. House of Representatives Speaker Paul Ryan expressed his confidence that lawmakers could get tax reform legislation, a top Republican legislative priority, passed by the end of this year.

However, it's important to note that Document ID: 0327 from Bloomberg TV indicates Mitch McConnell, the Republican Majority Leader in U.S. Senate, believes any tax reform plan including a border adjustment tax would likely not pass the Senate.",0,0.8
114,vanilla,What exact figure did the Treasury report for national debt reduction plans?,$2 trillion deficit reduction projected,"The provided documents do not specify an exact figure for national debt reduction plans by the U.S. government or the treasury department. However, it is mentioned that President Trump's proposed budget estimates federal government savings of $35 billion over the next decade by rolling back regulations governing Wall Street.",0,0.6
115,vanilla,What specific statement did Chuck Schumer make about infrastructure funding?,Criticized infrastructure plan lack of detail,"Chuck Schumer's specific statement regarding infrastructure funding is not included within these provided documents. For further details, additional context or more comprehensive sources might be needed to determine his exact remarks concerning this subject matter.",0,0.3
116,vanilla,What exact terms did Trump use to describe his Middle East peace initiative?,Expressed Middle East peace optimism,"Based on the retrieved documents, it can be seen that President Donald Trump has expressed willingness to do ""whatever is necessary"" (Doc ID: 0480) to broker peace between Israel and Palestinians. He also mentioned a desire for regional leaders to work together for peace during his visit to Saudi Arabia (Doc ID: 0211). Furthermore, he indicated readiness to engage personally in Middle East peace if Israeli and Palestinian leaders were willing (Doc ID: 0213). Lastly, Trump expressed support for Palestinian 'self-determination' during his Middle East trip (Doc ID: 
0353) and suggested shared concern about Iran was driving Israel and many Arab states closer (Doc ID: 0200).",0,0.0
117,vanilla,What specific comments did Rex Tillerson make about climate change policy?,Supported Paris withdrawal,"Based on the given documents, there are no direct comments made by Secretary of State Rex Tillerson specifically about climate change policy. However, it is mentioned that President Barack Obama expressed his confidence in moving ""in the right direction"" on climate change and former President's criticism of Trump's decision to withdraw from the Paris Agreement indirectly implies a discussion on climate change policies amongst involved parties.",0,0.0
118,vanilla,What exact amount did Trump's budget allocate for counter-terrorism programs?,Maintained counter-terrorism funding,"Based on the given documents, it is not possible to determine the exact amount allocated by Trump's budget for counter-terrorism programs as none of the documents specifically mention this figure. However, according to Doc ID: 0182, there are key points in Trump's 2018 budget proposal that can provide details about his proposed cuts and allocations, including those for counter-terrorism programs. It would be advisable to refer directly to the documents or resources mentioned in this document for detailed information.",0,0.0
119,vanilla,What specific statement did Nancy Pelosi make about healthcare legislation?,Called healthcare bill deadly,"Based on the given documents, there is no direct mention or statement made by Nancy Pelosi about healthcare legislation. Please refer to other sources for information on her views regarding this issue.",0,0.5
120,vanilla,What exact details did Jeff Sessions provide about sanctuary city policies?,Threatened sanctuary city defunding,"Based on the provided documents, it is not possible to accurately ascertain specific details given by Jeff Session regarding sanctu**y city policies. The mentioned documents largely revolve around criticisms of Texas' anti-sanctuary city law and various related incidents rather than a direct comment from Jeff Sessions. For an accurate answer, additional information or context would be required.",0,0.3
121,vanilla,What specific comments did Ben Carson make about urban development funding?,Supported housing assistance reduction,"Based on the provided documents, there is no direct information available regarding any comments made by Ben Carson specifically related to urban development funding. The documents primarily discuss topics such as atheists' influence in Pennsylvania, Trump administration's call for economic development of U.S national monuments, and issues faced by minority Trump supporters during Maxine Waters' town hall.",0,0.0
122,vanilla,What exact statement did Mitch McConnell make about legislative priorities?,Healthcare and tax reform priority,"Based on the provided documents, it's not explicitly clear what exact statement Mitch McConnell made about legislative priorities as none of them directly address this topic. However, they do indicate his views on various issues such as healthcare and tax overhaul, along with his relationship with President Trump.",0,0.3
123,vanilla,What specific details did Dan Coats provide about cyber security threats?,Warned of cyber threat increase,"Based on the given documents, there are no specific details provided by Director of National Intelligence Dan Coats regarding cyber security threats. However, it is mentioned that President Trump signed an executive order to strengthen government's cybersecurity and protect critical infrastructure from cyber attacks (Doc ID: 0370).",0,0.0
124,vanilla,What exact amount did Trump's budget propose for drug enforcement?,Increased opioid crisis focus,"Based on the given documents, there is no specific information about the exact amount proposed by President Donald Trump's budget for drug enforcement. The documents mention cuts to foreign aid spending in Mexico and Central America due to struggles with drug violence but do not provide a precise figure related to drug enforcement funding.",0,0.0
125,vanilla,What specific statement did Elizabeth Warren make about consumer protection?,Opposed CFPB weakening,"Elizabeth Warren was noted for making a controversial comment regarding cutting conservatives open after they die, which implies she is advocating to examine their financial records posthumously. This statement has been deemed strange by many and requires interpretation as it is unclear what exactly she meant. It's important to note that this document does not provide the exact wording of her comment but rather discusses its implications.",0,0.0
126,vanilla,What exact terms did Trump use to describe his tax reform plan?,Largest tax cut promised,"The specific language or terminology used by President Trump in describing his tax reform plan is not directly available from these provided documents. However, they do indicate that he has proposed changes to business taxes with hopes for bipartisan support (Doc ID:0130), and Treasury Secretary Steven Mnuchin mentioned an economic growth target of three percent as a goal associated with the Trump administration's approach to tax reform (Doc ID: 0528).",0,0.4
127,vanilla,What specific comments did Betsy DeVos make about school choice programs?,Defended school choice expansion,"Based on the retrieved documents, we don't have any direct quotes or specific comments from Betsy DeVos regarding her views on school choice programs. However, given that she was chosen to reform the U.S. education system and served as Education Secretary under President Trump - a known advocate for school choice - it can be inferred that they shared similar educational policy perspectives.

For more detailed information about Betsy DeVos's specific comments on school choice programs, further search or access to additional documents would be required.",0,0.0
128,vanilla,What exact figure did the Labor Department report for unemployment?,4.4 percent unemployment,"Based on the provided documents, it's not possible to determine an exact figure for unemployment reported by the Labor Department as none of the documents mention this specific information. You may need to refer to other sources or documents for such data.",0,0.5
129,vanilla,What specific statement did John McCain make about military readiness?,Called for Russia strategy,"John McCain stated that Russian President Vladimir Putin poses a greater threat to global security than ISIS. He emphasized the need for Senate-backed sanctions against Moscow in order to address this issue. This statement reflects his concerns about military readiness and national security, highlighting Russia as a significant challenge.",0,0.6
130,vanilla,What exact details did H.R. McMaster provide about national security strategy?,Integrated security approach,"According to the documents retrieved for this query, U.S. National Security Adviser H.R. McMaster discussed various aspects of President Trump's approach to national security:

1. He stated that President Trump did not have an inappropriate conversation or one that caused a lapse in national security (Doc ID: 0321).
2. McMaster confirmed that President Trump supported NATO's mutual defense doctrine, despite his public criticisms of the organization during the campaign trail (Doc ID: 0091).
3. In response to a Washington Post article claiming false information about President Trump and North Korea, HR McMaster declared it as ""fake news"" during a press conference and accused leaks within the White House for its publication (Doc ID: 0674).
4. Regarding reports that Donald Trump's son-in-law had tried to set up a secret channel of communication with Russia before President Trump took office, McMaster stated he was ""not concerned"" about these allegations (Doc ID: 0086).
5. A draft of President Trump’s new counterterrorism strategy emphasized that U.S. allies should shoulder more responsibility in combating Islamist militants and acknowledged the role of allied governments in addressing terrorism challenges (Doc ID: 0449).",0,0.5
131,vanilla,What specific comments did Nikki Haley make about UN funding?,Defended UN funding cuts,"Based on the documents retrieved, there are no specific comments made by Nikki Haley regarding United Nations (UN) funding in the given information. Please refer to other sources for this particular detail.",0,0.0
132,vanilla,What exact statement did Marco Rubio make about Cuba policy?,Stronger Cuba restrictions,"Based on the provided documents, there is no specific statement made by Marco Rubio regarding Cuba policy. The documents discuss general Cuban-US relations and mentions of the Trump administration's review of policies related to Cuba, but do not attribute any particular statements or views about Cuba policy specifically to Senator Marco Rubio.",0,0.1
133,vanilla,What specific details did Mike Pompeo provide about intelligence operations?,Counterterrorism focus,"Based on the provided documents, there are no specific details given regarding what information was disclosed by President Trump or any involvement from former CIA Director Mike Pompeo in this matter. The documents focus mainly on responses from various officials to the allegations of classified intelligence being shared with Russia's foreign minister.",0,0.5
134,vanilla,What exact amount did Trump's budget propose for border wall construction?,$1.6 billion wall request,"President Donald Trump requested $1.6 billion from Congress to start building a wall along the U.S.-Mexico border, as mentioned in Document ID: 0174 titled ""Amid opposition, Trump makes low budget request for Mexico border wall"". This figure was significantly less than what critics deemed necessary for the project.",0,0.95
135,vanilla,What specific statement did Al Franken make about net neutrality?,Opposed net neutrality changes,"Based on the provided documents, there is no information available regarding any specific statement made by Al Franken about net neutrality. Please refer to other sources for that information.",0,0.6
136,vanilla,What exact terms did Trump use to describe his regulatory reform agenda?,Two-for-one regulation order,"Based on the available documents, specific exact terms used by President Donald Trump to describe his regulatory reform agenda are not mentioned explicitly in any of these documents. However, they refer broadly to a ""speedier permit process"", simplifying rules, and modernizing government information technology as part of an overall effort for regulatory overhaul.",0,0.5
137,vanilla,What specific comments did Rick Perry make about energy independence?,Promoted energy independence,"The given documents do not contain any information regarding specific comments made by Rick Perry about energy independence. Therefore, an accurate response cannot be derived from these documents for this particular query.",0,0.5
138,vanilla,What exact figure did the EPA report for clean water program funding?,Reduced Clean Water enforcement,"Based on the provided documents, there is no specific information about the exact figure reported by the Environmental Protection Agency (EPA) for clean water program funding. The documents do mention budget cuts in various sectors but do not provide a detailed breakdown of funding amounts pertaining to the clean water program specifically.",0,0.6
139,vanilla,What specific statement did Chuck Grassley make about judicial oversight?,Requested Comey documents,"Based on the provided documents, there is no specific statement made by Chuck Grassley regarding judicial oversight. The document that mentions him (Doc ID: 0389) discusses his request to the FBI for confirmation about any probes into President Trump but does not include a particular statement on judicial oversight.",0,0.0
140,vanilla,What exact details did James Mattis provide about NATO commitments?,Reaffirmed NATO commitment,"James Mattis, U.S. Defense Secretary at that time, stated he had no concerns regarding the Trump administration's handling of classified information related to NATO commitments. He added that this issue hadn't arisen in his discussions. No further specific details about NATO commitments were provided by James Mattis in these documents.",0,0.5
141,vanilla,What specific comments did Susan Collins make about healthcare coverage?,Concerned about Medicaid impact,"Based on the retrieved documents, there is no mention or comment from Susan Collins regarding healthcare coverage. The available information pertains to individuals such as Kara McCullough, Brian Mast, Paul Ryan, Barack Obama, and a group of Republican governors but does not include any comments made by Susan Collins specifically about healthcare coverage.",0,0.5
142,vanilla,What exact statement did Bob Corker make about diplomatic relations?,Questioned State reorganization,The provided documents do not contain any information regarding a statement made by Bob Corker about diplomatic relations.,0,0.0
143,vanilla,What specific details did John Kelly provide about immigration enforcement?,Enhanced immigration enforcement,"John Kelly, U.S. Homeland Security Secretary at the time, stated that he was open to discussions regarding granting more than 50,000 victims of Haiti's 2n earthquake protected status to stay in the United States. This information is found in Doc ID: 0045 titled ""U.S. says open to talks on protected status for Haitians"".",0,0.6
144,vanilla,What exact amount did Trump's budget allocate for veterans' healthcare?,$4.4 billion veterans increase,"Based on the documents provided, there is no specific information about the exact amount allocated in President Donald Trump's budget proposal for veterans' healthcare. The documents do mention cuts to Medicaid and changes to assistance programs for low-income citizens, as well as a proposed increase in infrastructure spending, but do not provide details on funding allocations specifically related to veterans' healthcare.",0,0.5
145,vanilla,What specific statement did Tim Kaine make about military authorization?,Challenged military authority,"The provided documents do not contain any information regarding a specific statement made by Tim Kaine about military authorization. To find this information, you may need to refer to other sources or official statements from Mr. Kaine himself.",0,0.0
146,vanilla,What exact terms did Trump use to describe his infrastructure plan?,Public-private infrastructure,"Based on the given documents, there are no specific ""terms"" used by President Trump to describe his infrastructure plan that can be extracted from the content of these documents. However, some key aspects about the plan included in these documents include a proposal for $200 billion in infrastructure spending over 10 years, and an administration belief that this funding will boost private investment.",0,0.75
147,vanilla,What specific comments did Wilbur Ross make about trade agreements?,Reviewing trade agreements,"Based on the documents, U.S. Commerce Secretary Wilbur Ross made several remarks concerning trade agreements. Firstly, he stated that President Trump does not plan to exchange U.S. jobs for China's assistance with North Korea (Doc ID: 0536). Additionally, Ross indicated his intention to help reverse a ""dangerous trajectory"" of U.S. trade and plans to meet with lawmakers (Doc ID: 0336). He also mentioned that the administration wishes to maintain NAFTA as a trilateral deal in negotiations with Canada and Mexico (Doc ID: 0313).",0,0.75
148,vanilla,What exact figure did HUD report for housing assistance cuts?,$1.8 billion housing reduction,"Based on the given documents, it is not possible to determine the exact figure reported by HUD for housing assistance cuts as there are no relevant information in these documents related to this query. Please refer to other sources or documents that may provide detailed data about HUD's budget decisions regarding housing assistance cuts.",0,0.4
149,vanilla,What specific statement did Pat Toomey make about financial regulations?,Supported regulation changes,"The document with Doc ID: 0473 mentions that U.S. Senator Pat Toomey (R-Pa.) introduced an amendment to undo some rules created in response to the financial crisis, aiming at reducing regulations for community banks and their customers. However, this bill passed only with support from Republicans, indicating a division within Congress over the issue of deregulation.",0,0.0
150,vanilla,What exact details did Steve Mnuchin provide about tax reform plans?,Tax reform implementation plan,"Steven Mnuchin, in various statements as Treasury Secretary under Trump's administration, mentioned several key points regarding the tax reform plan:
1. He expressed his belief that overhauling business tax laws could be a promising area for achieving bipartisan consensus (Doc ID: 0130).
2. Mnuchin indicated economic growth of three percent in the next two years as achievable with the Trump administration's plans, suggesting these include potential tax cuts (Doc ID: 0528).
3. He also showed some concerns about alternate scoring models giving sufficient credit to the plan’s potency and emphasized on certain elements like border adjustment tax for which there is still debate among Republicans (Doc ID: 0130, Doc ID: 0252).
4. Mnuchin was optimistic that a tax reform would be passed by year-end and expressed confidence in Congress raising the federal debt limit to maintain U.S. creditworthiness (Doc ID: 0152, Doc ID: 0014).",0,0.9
151,vanilla,What specific statement did James Comey make about his interactions with Trump regarding loyalty?,Trump requested loyalty pledge,"Based on Document ID 0357, it is stated that U.S. President Donald Trump did not ask former FBI Director James Comey to pledge loyalty to him during their dinner in January. This information contradicts any claims or speculations suggesting otherwise.",0,0.0
152,vanilla,What exact amount did Trump's 2018 budget proposal cut from Medicare?,Medicare levels maintained,"The provided documents do not specify an exact amount that was proposed to be cut from Medicare in President Donald Trump's 2018 budget proposal. However, they indicate there were proposed changes to Medicaid and other assistance programs for low-income citizens as part of the overall plan to reduce federal spending by $3.6 trillion over a decade.",0,0.0
153,vanilla,What specific details did Michael Flynn's legal team provide about document requests?,Cited Fifth Amendment rights,"Based on the given documents, there is no clear mention of specific details that Michael Flynn's legal team provided regarding document requests. The documents mainly discuss negotiations with Senate Intelligence Committee for obtaining certain documents, subpoenas issued by the committee and grand jury over business records related to his time as a private consultant, but no specific detail from Flynn's lawyers is given in these snippets about what document requests were made.",0,0.0
154,vanilla,What exact terms did Angela Merkel use to describe transatlantic relations?,Called for European self-reliance,"Angela Merkel described transatlantic relations as being in a ""difficult phase."" However, she also expressed optimism that ties will improve again as the United States is ""bigger and better"" than the current disagreement shows. This information was found in Doc ID: 0075.",0,0.6
155,vanilla,What specific comments did Rex Tillerson make about diplomatic staffing?,Defended staff reductions,"Based on the given documents, there are no specific comments made by Secretary of State Rex Tillerson regarding diplomatic staffing. The documents primarily discuss his views and actions on foreign policy matters such as North Korea's nuclear programs, U.S.-ASEAN relations, Middle East peace process, and his participation in events like Rolling Thunder 2e7.",0,0.0
156,vanilla,What exact figure did the CBO report for deficit reduction under Trump's budget?,$3.6 trillion cuts projected,The given documents do not contain the specific figure reported by the Congressional Budget Office (CBO) for deficit reduction under President Trump's budget proposal. Please refer to more detailed documents or official sources for this information.,0,0.9
157,vanilla,What specific statement did Paul Ryan make about intelligence leaks?,Supported leak investigation,"Paul Ryan, the U.S. House of Representatives Speaker, attempted to lessen the impact of reports that President Donald Trump asked former FBI Director James Comey to stop an investigation. However, there is no specific statement made by Paul Ryan about intelligence leaks in these documents.",0,0.5
158,vanilla,What exact requirements did Trump's travel ban impose on refugee admissions?,120-day refugee suspension,"Based on the documents provided, they don't explicitly mention the specific requirements imposed by President Trump's travel ban regarding refugee admissions. However, it is mentioned in one of the documents that there was a decline in U.S. visas issued to citizens from countries affected by the travel ban and that the Trump administration approved tougher vetting procedures for U.S. visa applicants including social media checks.",0,0.0
159,vanilla,What specific comments did Mitch McConnell make about Senate procedures?,Maintained Senate procedures,"Based on the documents provided, Mitch McConnell made several comments regarding Senate procedures. In one instance (Doc ID: 0328), he urged for less drama from the White House to allow Congress to work more effectively. Regarding legislation and policy-making, as seen in Doc ID: 0142, he expressed uncertainty about how Republicans would gather enough votes to pass a new piece of legislation currently being developed.

Additionally, McConnell commented on Senate procedures in relation to the party's rules (Doc ID: 0509). He rejected President Donald Trump’s suggestion that his party should alter the chamber's rules to limit Democrats' ability. This decision indicates his commitment to maintaining existing procedural norms and structures within the Senate.

Furthermore, he discussed a specific legislative proposal: border tax (Doc ID: 0327). McConnell stated that any tax reform plan including a border adjustment tax would likely not pass through the U.S. Senate, indicating his stance on this particular issue and demonstrating how it might affect broader legislative procedures within the chamber.

However, specific procedural steps or detailed insights into Senate procedures were not discussed in these documents. The comments primarily highlight McConnell's reactions to external factors (like White House drama) and his positions on certain pieces of legislation rather than providing a deep dive into Senate procedure.",0,0.75
160,vanilla,What exact amount did Trump's budget allocate for rural development?,Rural program reductions,"According to the retrieved documents, an exact allocation of funds specifically for rural development is not specified in President Donald Trump’s proposed budget cuts or infrastructure plans as per the information given in these documents. However, it's important to note that there was a proposal to slash federal aid to people living in rural areas and $46.54 billion in cuts were suggested for the agriculture sector over the next 10 years. The actual impact on rural development might vary depending on how these cuts are implemented across various programs.",0,0.7
161,vanilla,What specific statement did Chuck Schumer make about Supreme Court nominations?,Opposed confirmation changes,"Chuck Schumer stated that former FBI Director James Comey should still appear before congressional committees, despite his firing as FBI director. This statement is found in the document titled ""Schumer: Comey should still testify to congressional committees."" However, there isn't any specific comment from Chuck Schumer about Supreme Court nominations in these documents.",0,0.0
162,vanilla,What exact terms did Trump use to describe his relationship with Russia?,Sought improved Russia relations,"Based on the provided documents, it is not explicitly stated what exact terms President Trump used to describe his relationship with Russia. However, these documents suggest that during his presidency, there were several meetings and communications between Trump's administration and Russian officials, which some perceived as problem-solving efforts by the U.S. White House.",0,0.4
163,vanilla,What specific comments did Jeff Sessions make about drug enforcement?,Maximum sentences directed,"Based on the provided documents, there is no direct information available about any specific comments made by Jeff Sessions regarding drug enforcement. The documents include general political commentary from various sources but do not contain details about Jeff Session's stance or statements specifically related to drug enforcement policies.",0,0.3
164,vanilla,What exact figure did the Commerce Department report for trade deficits?,$500 billion trade deficit,"Based on the provided documents, there isn't an exact reported figure available for trade deficits by the Commerce Department in these specific contexts. However, they do mention that President Donald Trump seeks to lower the U.S. trade deficit during his visit to Israel and that Wilbur Ross is requesting a $5.5 million increase for enforcement budget which will impact crackdown on trade law violations. But no specific figure regarding current or future trade deficits was provided in these documents.",0,0.3
165,vanilla,What specific statement did Nancy Pelosi make about budget priorities?,Criticized domestic cuts,"Based on the retrieved documents, there isn't any specific document that directly addresses what exact statement Nancy Pelosi made about budget priorities. However, it is suggested in Doc ID: 0615 that Pelosi may have made a controversial comment regarding NRA as part of an intelligence committee while discussing the budget issue.",0,0.3
166,vanilla,What exact details did Rod Rosenstein provide about DOJ independence?,"Appointed Mueller, maintained oversight","Based on the given documents, it is not explicitly clear what detailed information Deputy Attorney General Rod Rosenstein provided regarding the Department of Justice's (DOJ) independence. However, we can infer from the content that he had significant involvement in the firing process of FBI Director Comey and was required to write a rationale for this decision. He also conducted briefings for both the Senate Intelligence Committee and the full U.S. Senate on President Trump's firing of FBI Director Comey, indicating his crucial role within the Justice Department during this period.
",0,0.5
167,vanilla,What specific comments did Ben Carson make about poverty programs?,Poverty mindset statement,"Based on the available documents, there are no specific comments made by Ben Carson regarding poverty programs in these particular documents. To get more information about his stance or any potential statements he has made, further research would be required beyond this document set. These resources focus mostly on President Trump's budget and policy proposals.",0,0.0
168,vanilla,What exact amount did Trump's budget propose for education grants?,$9.2 billion education reduction,The provided documents do not contain information about the exact amount proposed by Trump's budget for education grants.,0,0.0
