query_id,mode,query,expected_answer,model_answer,correct_substring,llm_score
101,vanilla,What did Polish president say about NATO?,Supports Article 5,"Based on the documents provided, there is no specific mention of what Polish President said about NATO. The closest reference to Poland's stance towards NATO can be found in Document ID: 0579 where it mentions Polish Prime Minister Beata Szydlo standing firm against accepting thousands of refugees under the EU quota system, but this does not directly address their relationship or views on NATO.",0,0.5
102,vanilla,How many times did Trump play golf?,More than 20 times,"Based on the given documents, there is no specific information available about how many times President Donald Trump played golf. The documents discuss his time in office, international trips, handling of controversies, and interactions with others, but they do not provide details on any instances where he played golf.",0,0.5
103,vanilla,What was Pruitt's climate change stance?,Questions human impact,"Based on the retrieved documents, Scott Pruitt, as the U.S. Environmental Protection Agency chief, had previously pursued several court cases against the agency when he was Oklahoma attorney general. However, it is not explicitly stated what his stance on climate change was in these cases or any other context in the provided documents.",0,0.0
104,vanilla,How did Japan react to trade deficit talks?,Seeks bilateral deal,"The provided documents do not contain information about how Japan responded to trade deficit discussions. The documents primarily focus on U.S. President Donald Trump's intent for lowering the U.S. trade deficit with Israel, his meeting in Vietnam where business deals were signed, and renegotiating NAFTA talks with Mexico. However, there is no document mentioning Japan's reaction to any trade deficit discussions.",0,0.0
105,vanilla,What did Carter Page testify?,Denied collusion,"Based on the available document (Doc ID: 0146), it is not explicitly stated what Carter Page testified about during his appearance before a House committee investigating alleged efforts by Russia to interfere in the U.S. presidential campaign. However, it can be inferred that he was asked to provide information related to these allegations as he was a former foreign policy adviser to Donald Trump's presidential campaign and the topic of his testimony is related to Russia probe.",0,0.0
106,vanilla,How many judges did Trump nominate?,Over 100 nominees,"The documents do not contain specific information regarding how many judges President Trump nominated. They focus instead on different aspects of his travel ban, its legal challenges, and the roles played by various federal judges in these processes. If you have any other queries related to this topic or a new query, feel free to ask!",0,0.0
107,vanilla,What was DeVos education budget cut?,$9 billion proposed cut,"According to the available documents, there is no specific mention of Betsy DeVos's proposed budget cut for education. However, it can be inferred that as part of President Trump's administration, she might have been involved in proposals related to cutting funding for certain programs or areas within the education sector. For a more accurate answer, further details about her specific budget proposals would need to be retrieved from other sources.",0,0.0
108,vanilla,How did Philippines respond to aid rejection?,Ended joint exercises,"Based on the documents, there is no specific information available about how the Philippines responded to an aid rejection. The documents mention U.S. President Donald Trump's invitation of Philippine President Rodrigo Duterte to Washington and Secretary of State Rex Tillerson urging ASEAN to cut funding for North Korea, but do not provide a response from the Philippines regarding any potential rejections or acceptance of aid.",0,0.0
109,vanilla,What did WikiLeaks say about CIA tools?,Denied authenticity,"The provided documents do not contain any information regarding WikiLeaks' stance or statements about CIA tools. The documents mainly discuss different topics such as Seth Rich's death, emails sent to journalists, false memos related to Brian Williams and James Comey, and the authenticity of a Washington Post article on Trump.",0,0.0
110,vanilla,How many protesters were at Women's March?,Over 3 million,"Based on the provided documents, there is no specific information about how many protesters participated in the Women's March. The details are not included in any of the given document excerpts. Therefore, I am unable to provide an exact number from these sources. To find accurate data regarding the attendance at the Women's March, it might be helpful to search for credible news articles or official reports that focused on this event directly.",0,0.0
111,vanilla,What was Gorsuch confirmation vote?,54-45 vote,"Based on the given documents, there is no specific information about a ""Gorsuch confirmation vote."" The documents pertain to other nominees such as Jay Clayton for SEC chairman, Trump's trade representative nominee, and Heather Wilson for Air Force secretary.",0,0.0
112,vanilla,How did Turkey respond to visa suspension?,Suspended US visas,"The documents do not directly address how Turkey responded to visa suspension. However, they discuss various aspects of tensions between the U.S. and Turkey. One document mentions that Turkey summoned the U.S ambassador to protest the treatment of Turkish security officials in the United States (Doc ID: 0202). Another document notes a decline in visa issuance from the United States to citizens of some nations due to President Trump's temporary travel bans, which may include Turkey depending on its situation at that time (Doc ID: 0105). Yet another document mentions legal challenges related to these travel bans (Doc ID: 0451 and 0090), indicating a level of disagreement between the U.S. and certain countries, potentially including Turkey. The last document discusses tougher visa vetting measures introduced by the Trump administration, but it does not specifically mention Turkey's response to these changes (Doc ID: 0038).",0,0.0
113,vanilla,What did Schumer say about Supreme Court?,Opposed nuclear option,The given documents do not contain information regarding what Schumer said about the Supreme Court.,0,0.0
114,vanilla,How many agencies would merger plan affect?,19 agencies,"Based on the provided documents, it is not explicitly clear how many agencies the proposed merger plan will impact as no specific document provides this information. However, at least two Wall Street financial regulators are mentioned to face cuts or major structural changes under President Donald Trump’s fiscal 2018 budget proposal (Doc ID: 0186).",0,0.0
115,vanilla,What was Sessions marijuana policy?,Stricter enforcement,"Based on the given documents, there is no specific information about ""Sessions's"" marijuana policy available in the referenced texts. The documents discuss events related to former FBI Director Robert Mueller III being appointed by Jeff Sessions as special counsel for an investigation into potential Russian interference in the 2016 presidential election, and Washington Governor Jay Inslee signing a bill that creates a system to certify marijuana as organic. However, these documents do not provide details about any specific policies on marijuana under Sessions.",0,0.0
116,vanilla,How did India react to H1B changes?,Expressed concern,"The documents provided do not contain specific information about India's reaction to the H1B visa changes. However, it is noted that American academic groups and congressional language have taken opposing stances against Trump administration's proposal to tighten scrutiny of U.S. visa applicants. This could potentially impact various countries including India which sends a significant number of H1B workers to the United States. For detailed information on India's reaction, further documents or sources need to be reviewed.",0,0.0
117,vanilla,What did Conway say about microwave surveillance?,No evidence found,"Based on the provided documents, there is no information available regarding what Kellyanne Conway said about microwave surveillance.",0,0.0
118,vanilla,How many bills did Trump sign?,28 bills,"Based on Document ID 0456, President Donald Trump signed a spending bill approved by Congress to avert a government shutdown. Therefore, according to these documents, President Trump signed one bill.",0,0.0
119,vanilla,What was Mnuchin's debt ceiling position?,Must be raised,"According to Document ID: 0014, U.S. Treasury Secretary Steven Mnuchin expressed his confidence that Congress would raise the federal debt limit before it affects U.S. creditworthiness. This implies a positive stance toward raising the debt ceiling as long as it is done in time to avoid any potential issues with the country's financial credibility.",0,1.0
120,vanilla,How did South Africa respond to tweet?,Demanded explanation,"Based on the provided documents, there is no direct information about how South Africa responded to a specific tweet by President Trump or any other content related to South Africa's response. These documents primarily cover incidents involving high school students in the United States and personal stories from individuals who have changed their political views, as well as some of President Trump's Twitter posts. Therefore, we cannot accurately answer the query based on these specific documents.",0,0.0
121,vanilla,What did Price say about healthcare access?,Access will improve,"Based on the given document, there isn't any specific information about what ""Price"" said regarding healthcare access as no reference to this was found in the provided content.",0,0.0
122,vanilla,How many troops for Afghanistan surge?,"Additional 4,000 troops","The provided documents do not contain information about the specific number of troops involved in the Afghanistan surge. However, it's important to note that discussions around defense budgets and counterterrorism strategies were taking place during this period, as indicated by Document IDs: 0163 and 0449 respectively.",0,0.0
123,vanilla,What was Carson's housing policy?,Reduce federal role,"Based on the provided documents, there isn't any direct information available about Carson's specific housing policy. The documents mainly discuss issues regarding migrants, refugees, illegal immigration, and political events in Germany, California, and other European nations. To provide an accurate answer on Carson's housing policy, further relevant documents or sources would be required.",0,0.0
124,vanilla,How did Brazil react to steel tariffs?,Filed WTO complaint,"Based on the provided documents, there is no specific information available about Brazil's reaction to steel tariffs. The documents discuss topics related to NAFTA renegotiations, U.S.-Mexico relations, income-based traffic fines in California, and tensions between Germany and the United States following critical comments by President Trump on Twitter.",0,0.0
125,vanilla,What did Giuliani say about travel ban?,Not a Muslim ban,"The documents provided do not include information specifically about what Rudy Giuliani said regarding the travel ban. The content of these documents pertains to court decisions, statements by FBI Director James Comey, former acting Attorney General Sally Yates' grilling over her refusal to defend the order, and other legal proceedings related to President Trump's travel ban.",0,0.0
126,vanilla,How many sanctuary cities were targeted?,Nine cities,"The specific number of ""sanctuary cities"" targeted is not mentioned in the provided documents. However, it's stated that Texas Republican Governor Greg Abbott signed into law a measure to punish 'sanctuary cities', despite opposition from the police chiefs of the state's biggest cities.",0,0.0
127,vanilla,What was Zinke's national monuments review?,27 monuments reviewed,"Zinke's national monuments review, as mentioned in Document ID: 0402, involved blocking new leases of public lands for coal mining. Four U.S. states sued Interior Secretary Ryan Zinke and other relevant parties to prevent these coal leases on public lands.",0,0.0
128,vanilla,How did Egypt respond to aid cut?,Expressed disappointment,"Based on the available documents, there is no direct information about how Egypt responded to the proposed U.S. foreign aid cuts as they pertain specifically to Egypt's response in this situation. However, we know that three Republican senators called out a law on NGOs passed by Egypt as draconian and indicative of an increasing crackdown on rights.",0,0.0
129,vanilla,What did Rogers say about collusion evidence?,No direct evidence,"Based on the given document, there isn't any information available regarding what ""Rogers"" said about collusion evidence as none of the documents mention anything related to that topic from Rogers. Please refer to relevant sources for more accurate and detailed information.

However, in Document ID: 0197 titled ""Trump asked two top intelligence officials to deny Russia Collusion,"" it's mentioned that President Donald Trump urged two senior intelligence officials to publicly deny any evidence of collusion between the Trump campaign and Russia. But again, there is no mention or reference about what Rogers stated on this topic in the documents provided.",0,1.0
130,vanilla,How many embassies remained without ambassadors?,Dozens vacant,"Based on the provided documents, there is no specific information given about the number of embassies that remain without ambassadors. The documents discuss various topics such as visa issues for certain countries, protests over treatment of Turkish security officials in the U.S., and retirement plans of a top U.S. diplomat. However, they do not provide any information regarding the current status or number of embassies without ambassadors.",0,0.0
131,vanilla,What was Haley's North Korea statement?,All options on table,"Based on the given documents, there is no direct information available about Haley's specific statements regarding North Korea. The document that discusses relations with North Korea (Doc ID: 0514) mentions President Trump’s nominee for ambassador to China suggesting that China can do more to curb North Korea's nuclear program, but it does not provide details about Haley's statements.",0,0.0
132,vanilla,How did Denmark react to Greenland comment?,Called sale idea absurd,"The provided documents do not contain any information related to Denmark's reaction to a comment about Greenland. Therefore, it is impossible to determine their reaction from these sources. To get an accurate response, additional research or source material would be required.",0,0.0
133,vanilla,What did Burr say about investigation scope?,Following evidence,"Based on the document with ID: 0419, titled ""Top Senate Intelligence Democrat has faith in Russia probe,"" it can be inferred that Senator Burr expressed confidence in the credibility of the investigation into Russian meddling in the 2016 U.S. election by the Senate Intelligence Committee. However, specific details about what Burr said regarding the scope of the investigation are not provided in this document.",0,0.0
134,vanilla,How many regulations were repealed?,67 regulations,"Based on the given documents, there is no specific information about how many regulations were actually repealed. However, they do mention that Democrats in the U.S. Senate are trying to slow down Republican deregulation efforts, a challenge was made against the consumer watchdog's prepaid-card rule but missed deadline for repeal, and industry groups have asked President Trump's administration to ease regulations. Without concrete numbers provided within these documents, it is impossible to determine how many regulations were repealed.",0,0.0
135,vanilla,What was Ross's trade deficit solution?,Increase exports,"Based on the documents, Secretary Ross aimed to achieve higher levels of bilateral commerce with Israel while simultaneously reducing the U.S. trade deficit during President Trump's two-day visit to Israel. The specific strategies or actions for this solution are not detailed in the provided documents.",0,0.0
136,vanilla,How did Ireland respond to tax plan?,Opposed tax changes,"The provided documents do not contain specific information about Ireland's response to the tax plan in question. Therefore, I cannot offer an informed opinion or analysis regarding this topic from the given context.",0,0.5
137,vanilla,What did Stone say about WikiLeaks?,Denied advance knowledge,"Based on the provided documents, there is no specific information available regarding what Stone said about Wikileaks. The given documents do not mention any statements made by Stone concerning this topic.",0,0.0
138,vanilla,How many leaks were investigated?,27 investigations,"Based on the given documents, it is not explicitly mentioned how many leaks are being investigated in this particular scenario. However, all three of these documents highlight the issue of ""leaks"" within the contexts of their respective narratives. It's important to note that the term could be referencing a variety of situations or events rather than specific instances of information leakage.
",0,0.0
139,vanilla,What was Chao's infrastructure plan?,Public-private partnership,"Chao, as part of the Trump administration, proposed an infrastructure spending plan that involved $200 billion in federal funding over ten years. The administration believed this would encourage private investment to match the public funds three-to-one. In addition to increased spending on infrastructure like highways and transit projects, the proposal also included changes such as allowing states to expand tolling on interstate highways, raising airline security fees, and reducing grants for certain transit projects.",0,1.0
140,vanilla,How did Argentina react to biodiesel tariffs?,WTO challenge,"Based on the provided documents, there is no specific information about how Argentina reacted to biodiesel tariffs. The documents discuss U.S. trade issues such as NAFTA renegotiations, oil stockpile sales, and biofuel credit dealings but do not mention Argentina's reaction to biodiesel tariffs specifically.",0,0.0
141,vanilla,What did Clapper say about FISA?,No illegal surveillance,"Based on the given documents, there is no direct mention of James Clapper discussing or commenting specifically on FISA (Foreign Intelligence Surveill**ance Act). The available information focuses on his interactions with former President Trump and other political figures such as Comey. Therefore, we cannot accurately provide details about what Clapper said concerning the FISA based on these documents alone.",0,0.5
142,vanilla,How many executive branch positions unfilled?,Over 500 positions,"According to Document ID: 0374 from Reuters, U.S. President Donald Trump is weeks away from naming anyone to the board of the Federal Reserve, implying that there are currently three executive branch positions unfilled at the Fed. However, this document does not provide information on other potential vacancies across the entire executive branch.",0,0.0
143,vanilla,What was Mulvaney's budget philosophy?,Taxpayer focused,"Based on the retrieved documents, Mick Mulvaney as the White House Budget Director aimed at cutting where cuts were needed, which suggests his budget philosophy was centered around fiscal responsibility and efficiency. He seemed prepared to make tough decisions that could potentially face criticism from Congress due to their interest in maintaining funding for programs favored by their voter base.",0,1.0
144,vanilla,How did Kenya react to aid reduction?,Questioned cuts,"Based on the given documents, there is no specific reaction from Kenya to the aid reduction as described in these documents. The documents discuss actions taken by the Trump administration regarding foreign military grants, proposed cuts in diplomatic and foreign aid budgets, efforts to slash funding for the United Nations, withdrawal from the Paris climate deal, and expansion of global anti-abortion policy. However, they do not provide information on Kenya's reaction to these actions.",0,0.0
145,vanilla,What did McGahn say about Flynn warning?,Informed of concerns,"According to document ID 0435, Former Acting U.S. Attorney General Sally Yates warned the White House in January that then-National Security Adviser Michael Flynn had been compromised and could be blackmailed by Russia. However, based on the provided documents, there is no information available regarding McGahn's statement or opinion about this warning from Yates.",0,0.0
146,vanilla,How many voter fraud cases reported?,No widespread fraud,"According to the retrieved documents, there isn't an exact number mentioned for overall reported voter fraud cases. However, it is stated that when Maureen Erickson registered to vote illegally in Virginia, thousands of ballots were cast by illegal aliens as a result. This implies at least one documented case (Erickson) and possibly more within this context. For precise numbers on voter fraud cases, further research would be needed beyond the provided documents.",0,0.5
147,vanilla,What was Perry's grid reliability study?,Baseload power focus,The provided documents do not contain any information related to Perry's grid reliability study. Please refer to other sources for that specific topic.,0,0.5
148,vanilla,How did Sweden react to comment?,Requested clarification,"Based on the retrieved documents, it seems that there's no direct information available about Sweden's reaction to a certain comment. However, one document mentions a blogger discussing their move from Sweden to the U.S., citing reasons like Muslim violence and issues with healthcare as factors for relocation. This is more of an individual perspective than a national response or policy decision by Sweden itself.",0,0.0
149,vanilla,What did Rosenstein say about memo?,Stands by memo,"According to the documents, Deputy Attorney General Rod Rosenstein stated that he wrote the memo after President Donald Trump expressed his desire for James Comey's dismissal one day before the May 9 firing. He affirmed his belief in and support of this memorandum during closed-door meetings with lawmakers on Thursday and Friday.",0,1.0
150,vanilla,How many climate scientists resigned?,Several resignations,"The provided documents do not specify any number of climate scientists who have resigned. The closest relevant information is that world leaders, Democratic members of Congress, and others deplored President Trump's decision to pull out of the Paris climate accord while some environmentalists warned against it. However, this doesn't answer the query about how many climate scientists resigned.",0,0.0
151,vanilla,What was Carson's poverty perspective?,Mindset over money,"The provided documents do not contain information about Carson's poverty perspective. However, in related discussions or contexts, Ben Carson has been known to emphasize personal responsibility and self-reliance as important factors for overcoming poverty. He often criticizes welfare programs that he believes discourage work and promote dependence on government assistance.",0,0.5
152,vanilla,How did Nicaragua respond to climate deal?,Wanted stronger deal,"The provided documents do not contain information regarding how Nicaragua responded to the climate deal. They only offer perspectives from Finland, Germany, France, Paris (France), and various global leaders and members of Congress about the significance and impact of potential U.S. withdrawal from the Paris Climate Agreement.",0,0.0
153,vanilla,What did Wray say about independence?,FBI independence vital,"Based on the given documents, there is no specific information available regarding what Wray said about independence.",0,0.0
154,vanilla,How many security clearances reviewed?,Hundreds reviewed,"Based on the given document, specifically Doc ID: 0441 titled ""Democratic appointed appeals judges to review Trump travel order,"" there is no specific information about security clearances being reviewed within these documents. The mentioned context refers to a panel of Democratic appointees examining President Donald Trump's revised travel restrictions, not the number of security clearances reviewed.",0,0.5
155,vanilla,What was Tillerson's diplomatic hiring freeze?,13% staff reduction,"Based on the given document content, it appears that there is no specific information about ""Tillerson's diplomatic hiring freeze"". The retrieved documents discuss various aspects of Rex Tillerson's tenure as Secretary of State such as his approach to foreign policy, participation in events like Rolling Thunder 2017, and interviews on shows like Meet the Press. It also mentions how he urged ASEAN to cut North Korea funding and his decision not to host an event for Ramadan at the State Department. However, there is no document that directly discusses a diplomatic hiring freeze under Tillerson's leadership.",0,0.0
156,vanilla,How did Yemen react to raid?,Demanded investigation,"The given documents do not contain any specific information regarding Yemen's reaction to a particular raid. To obtain this information, you may need to refer to other sources or documents that specifically address Yemen's response.",0,0.0
157,vanilla,What did Mueller request from White House?,Staff interviews,"Based on the given document, former FBI chief Robert Mueller was appointed as special counsel by the U.S. Justice Department to investigate alleged Russia ties with President Trump's team (Doc ID: 0271). However, there is no specific information about what Mueller requested from the White House in these documents.",0,0.0
158,vanilla,How many DACA recipients affected?,"800,000 recipients","Based on the given documents, there is no direct information available about how many DACA (Deferred Action for Childhood Arrivals) recipients were affected by any particular situation or policy change. The documents mainly discuss issues related to illegal immigration, deportations after committing sex crimes, visa issuances, and welfare use among other topics. To obtain accurate information about DACA recipients' situations, further research using relevant sources would be necessary.",0,0.5
159,vanilla,What was Pruitt's clean power plan action?,Repeal proposed,"The documents do not contain specific information about Scott Pruitt's actions regarding the Clean Power Plan. However, it can be inferred from Doc ID: 0210 that as part of President Trump's administration, Myron Ebell expressed a desire to ""kill green rules,"" which could possibly include efforts related to environmental regulations like the Clean Power Plan. For more detailed information on Pruitt's specific actions regarding the Clean Power Plan, other sources would need to be consulted.",0,0.0
160,vanilla,How did Thailand respond to visa changes?,Visa process changes,"Based on Document ID: 0681, ""THAILAND THREATENS TO PROSECUTE FACEBOOK Over Embarrassing Video Showing King Walking Through Mall In Yellow Crop Top, Covered In Tattoos [VIDEO]"", the Thai authorities responded to an embarrassing situation by threatening action against Facebook. The incident involved a video of King Maha Vajiralongkorn wearing a crop top and showing his tattoos while walking through a mall, which was considered disrespectful in the context of Thailand's cultural norms.",0,0.5
161,vanilla,What did Gorka say about terrorism?,Focus on radical Islam,"Based on the given documents, there is no information available regarding what Gorka said about terrorism. These documents primarily focus on statements and events involving other individuals such as Polish Prime Minister Beata Szydlo, Navy SEAL Carl Higbie, Tucker Carlson, Katy Perry, a DC Antifa Leader, and President Trump.",0,0.0
162,vanilla,How many press briefings were televised?,Reduced frequency,"Based on the available information in the documents, it is not explicitly mentioned how many press briefings were televised. However, there are references to video content (e.g., ""Judge Jeanine Pirro's In-Depth Interview With President Trump [Video]"", ""H.R. McMaster Explains Why Washington Post Hit Piece On Trump Was Fake News [Video]"") indicating that at least some of the press briefings were indeed televised or recorded for viewing purposes.",0,0.0
163,vanilla,What was Devos Title IX position?,Review Obama policy,"The provided documents do not specifically mention Betsy DeVos's Title IX position. However, as Education Secretary under President Trump, she was responsible for overseeing federal education policies, which include those related to Title IX that prohibit sex discrimination in federally funded educational programs and activities.",0,0.0
164,vanilla,How did Panama react to trump hotel?,Ethics concerns,"Based on the given documents, there is no information available about how Panama reacted specifically to Trump Hotel. The documents discuss President Trump's foreign trips and White House activities but do not mention reactions from Panama or any specific countries regarding the Trump Hotel. For a more accurate answer, additional research outside of these provided documents would be necessary.",0,0.0
165,vanilla,What did McCabe say about loyalty?,No loyalty pledge,"The given documents do not contain any information about what McCabe said regarding loyalty. The available documents discuss topics such as President Trump's relationship with former presidents, his support for NATO Article 5, and interactions between past national security advisers and presidents. However, there is no mention of McCabe or comments he made on the subject of loyalty in these documents.",0,0.5
166,vanilla,How many social media accounts monitored?,Thousands monitored,"Based on the available documents, there isn't any specific information about how many social media accounts are being monitored by U.S tech firms or other entities mentioned in these reports. The documents mostly focus on different issues related to internet surveillance and privacy laws. Therefore, we cannot provide a definitive answer based on the provided documents.",0,0.0
167,vanilla,What was Pompeo's Iran deal stance?,Verify and enforce,"Based on the available documents retrieved for this query, there is no information regarding Mike Pompeo's stance on the Iran deal as none of these documents mention him in relation to that topic. It would be advisable to consult other sources or documents not listed here to gain an understanding of Pompeo's position on the Iran nuclear agreement.",0,0.5
168,vanilla,How did Vietnam respond to trade deficit?,Trade deficit focus,"The given documents do not specifically address how Vietnam has responded to the U.S. trade deficit issue. The documents mention business deals worth billions of dollars made between U.S. companies and Vietnam, but there is no direct information about Vietnam's response to the trade deficit in these particular documents.",0,0.0
169,vanilla,What did Graham say about war authority?,New AUMF needed,"Based on the provided documents, there's no direct information about what Graham said regarding war authority. Please refer to more relevant documents for specific details on this topic.",0,0.0
170,vanilla,How many climate regulations reversed?,24 regulations,"Based on the given documents, there is no clear information available about how many climate regulations have been specifically reversed by President Trump's administration. While it mentions that U.S. industry groups are seeking changes in regulatory processes under Trump and that various political leaders from around the world express their concerns or responses to the US withdrawal from the Paris agreement, there isn't a specific count of reversed climate regulations mentioned.",0,0.0
171,vanilla,What was Cohn's tax reform outline?,20% corporate rate,"The given documents do not contain specific information about Cohn's tax reform outline, as they focus more on Republican and Democratic views regarding the potential for tax reform in general, without delving into details of any particular individual's plans or outlines like those of Steven Mnuchin.",0,0.0
172,vanilla,How did Malaysia react to TPP withdrawal?,Seeks bilateral deals,"Based on the provided documents, there is no specific information about how Malaysia reacted to the U.S.'s decision to pull out of the Trans-Pacific Partnership (TPP). The documents focus primarily on the reactions from Finland's Prime Minister and global leaders regarding the withdrawal from the Paris Climate Agreement, as well as the shifting dynamics in Asia following the U.S.'s shift towards America First policies under President Trump.",0,0.0
173,vanilla,What did Warner say about tech companies?,Tech cooperation needed,"Based on the available documents, there is no direct quote or statement from someone named Warner regarding tech companies. The information given does not include specifics about what Warner might have said about tech firms. Please review the documents for more context or different sources.",0,0.5
174,vanilla,How many border patrol agents hired?,500 agents,"Based on the provided documents, there is no specific information about the number of border patrol agents hired during President Trump's presidency or any other period. The documents do mention an increase in arrests of suspected illegal immigrants and funding for additional detention beds, but these details do not give a clear answer to your query.",0,0.0
175,vanilla,What was Pai's net neutrality plan?,Repeal Title II,"Based on the provided documents, there is no specific information available about FCC Chairman Ajit Pai's net neutrality plan. To obtain detailed insights regarding this topic, further document retrieval may be necessary.",0,0.0
176,vanilla,How did Morocco respond to travel changes?,Implementation concerns,"Based on the provided documents, there isn't any direct information available about how Morocco specifically responded to travel changes. The documents discuss Michelle Obama's fashion choices in Italy, the situation of Islamic State slaughtering Egyptian Christians as per former DHS official Elibiary, Donald Trump's international trip performance, and potential impact on U.S. travel sector if restrictions on Cuba are reinstated by Trump administration. There is also a document about Germany kicking out residents for refugees. However, none of these documents provide information on Morocco's response to any changes in travel policies or situations.",0,0.5
177,vanilla,What did Grassley say about oversight?,Document requests,"According to Document ID: 0389, Senate Judiciary Committee Chairman Chuck Grassley urged the FBI to publicly confirm whether or not it is probing President Donald Trump. This indicates that he was advocating for transparency and oversight regarding any potential investigations into the President. However, none of the provided documents specifically mention what Chairman Grassley said about oversight in general.",0,0.0
178,vanilla,How many security threats identified?,17 major threats,"Based on the retrieved documents, two distinct security threats have been specifically mentioned - Russia's interference in foreign elections as per Doc ID: 0386 and global cyber attacks from ransomware as per Doc IDs: 0348 & 0370. However, it is important to note that these documents only highlight specific threats, but there may be additional security risks not mentioned in the provided texts.",0,1.0
179,vanilla,What was Perdue's farm bill position?,Maintain funding,The provided documents do not contain information about Perdue's farm bill position.,0,0.0
180,vanilla,How did Tanzania react to ivory ban?,Support ban,"The provided documents do not contain information about Tanzania's reaction to an ivory ban. Therefore, based on these documents alone, it is impossible to determine how Tanzania reacted. Further research would be needed for this specific query.",0,0.0
181,vanilla,What did Hatch say about healthcare?,Bipartisan approach,"Based on the given document titled ""UPDATE: UNDER PRESSURE? MISS USA Just Flip Flopped On Healthcare [VIDEO],"" Senator Hatch expressed his views about health care. He criticized Miss USA Kara McCullough for changing her stance, implying that she initially defended liberty from liberals who believe healthcare is a privilege rather than a right. However, the specific statements or comments made by Senator Hatch in this context are not detailed in the provided document excerpt.",0,1.0
182,vanilla,How many hate crimes reported?,"1,094 incidents","The given documents do not contain any information about the number of hate crimes reported. Therefore, it's impossible to determine this figure from the available material. However, please note that for comprehensive statistics on hate crime reports in the U.S., you can refer to the Federal Bureau of Investigation's annual Hate Crime Statistics report.",0,0.0
183,vanilla,What was FDA commissioner's opioid plan?,Prescribing limits,"Based on the given documents, there is no direct information available regarding Scott Gottlieb's opioid plan as FDA Commissioner. However, it can be deduced that Dr. Gottlieb was confirmed by the U.S. Senate in his role as commissioner of the Food and Drug Administration (FDA) after demonstrating expertise in health policy and experience in venture capitalism.

For more detailed information on specific plans regarding opioids, additional documents or sources may be required that specifically address Dr. Gottlieb's strategies during his tenure as FDA Commissioner.",0,0.0
184,vanilla,How did Honduras react to TPS decision?,Extension request,"Based on the provided documents, there is no specific information regarding Honduras's reaction to the Temporary Protected Status (TPS) decision. The documents focus more on U.S. policies towards immigrants from different countries, including Haiti and El Paso, Texas' lawsuit against a new state law targeting 'sanctuary cities', and conflicts within the Texas House of Representatives related to sanctuary city bans.",0,0.5
185,vanilla,What did Collins say about healthcare vote?,Cannot support,The document does not contain any information related to what Collins said about the healthcare vote.,0,0.0
186,vanilla,How many intelligence leaks prosecuted?,27 cases,"Based on the provided documents, it is not explicitly stated how many intelligence leaks have been prosecuted. However, there are mentions of President Trump's intention to bring anyone caught leaking U.S. intelligence to justice and statements suggesting that bringing some people to jail could dramatically reduce leaks. For a precise number, further information from official sources or documents would be necessary.",0,0.0
187,vanilla,What was Labor Secretary's overtime rule?,Review threshold,"The provided documents do not contain information about the specific details of the Labor Secretary's overtime rule. However, it is known that the U.S. Department of Labor under Secretary Alexander Acosta was working towards implementing various labor regulations. For more detailed and accurate information, please refer to official press releases or policy announcements from the U.S. Department of Labor during his tenure as Secretary.",0,0.0
188,vanilla,How did Indonesia react to trade review?,Market access,"The given documents do not contain specific information about how Indonesia reacted to a trade review, as they primarily focus on developments in NAFTA renegotiations, U.S.-China trade relations, and budget increases for trade enforcement in the United States.",0,0.5
189,vanilla,What did Feinstein say about surveillance?,Reform needed,"From the document titled ""SENATOR FEINSTEIN Shocks CNN Anchor With 'Precise Answer' On Trump/Russia Smear Campaign [Video],"" it appears that Senator Dianne Feinstein was part of a discussion regarding discrediting President Trump for his alleged ties with Russia. However, the document does not provide specific details about what she said on surveillance during this interaction.",0,0.0
190,vanilla,How many climate scientists transferred?,50 scientists,"Based on the provided documents, there is no specific information regarding how many climate scientists have transferred or changed their jobs due to any particular reason such as Trump's misunderstanding of MIT research or his travel bans. Therefore, it cannot be determined from these documents alone.",0,0.0
191,vanilla,What was Carson's lead paint policy?,Funding cuts,"The provided documents do not contain information about Tucker Carlson's lead paint policy. The documents primarily discuss different topics such as minority Trump supporters being thrown out of town halls, Texas Governor Greg Abbott joking about shooting journalists, a headache created by bipartisan congressional language for President Trump and his deputies, criticism on the double standard regarding a student's yearbook quote, and Tucker Carlson confronting an activist.",0,0.5
192,vanilla,How did Moldova react to aid cut?,Aid reduction,"Based on the available documents, there is no specific information given about how Moldova reacted to the proposed cuts in U.S. foreign aid. The documents discuss reactions from various groups within the United States including Republicans, conservatives, and rural Americans, but do not mention any reaction from Moldova.",0,1.0
193,vanilla,What did Portman say about tariffs?,Targeted approach,The given documents do not contain any information specifically about what Portman said regarding tariffs.,0,0.0
194,vanilla,How many gun regulations changed?,23 changes,"Based on the provided documents, it is difficult to determine exactly how many gun regulations have changed as none of the documents specifically mention this information. However, one document does note that Texas Governor Greg Abbott signed into law a bill aimed at addressing public pension problems in Dallas and Houston, which could potentially affect funding for such initiatives including gun-related ones. For more detailed and accurate answers on changes to specific gun regulations, further documents or sources would be required.",0,0.0
195,vanilla,What was Shulkin's VA reform plan?,Choice program,"According to Document ID: 0055 from Reuters, Veterans Affairs Secretary David Shulkin urged Congress to pass a law that would allow him to respond more quickly to employee misconduct. This reform plan is aimed at improving the handling of cases such as employee misbehavior in the department.",0,0.0
